1 1:0.000000 2:1.000000 3:0.894645
0 1:0.000000 2:1.000000 3:0.986355
1 1:0.818182 2:1.000000 3:1.521345
1 1:0.166667 2:1.000000 3:0.550843
0 1:0.068966 2:0.980651 3:1.135599
0 1:0.088235 2:1.000000 3:1.102827
1 1:0.111111 2:0.980651 3:1.043172
1 1:0.178571 2:1.000000 3:0.995402
0 1:0.032258 2:1.000000 3:0.772768
0 1:0.000000 2:1.000000 3:0.850058
1 1:0.055556 2:1.000000 3:1.086505
1 1:0.000000 2:1.000000 3:0.817688
0 1:0.090909 2:1.000000 3:1.111494
0 1:0.214286 2:1.000000 3:1.029957
1 1:0.083333 2:1.000000 3:0.877483
1 1:0.130435 2:1.000000 3:0.983879
1 1:0.068182 2:1.000000 3:0.901270
1 1:0.103448 2:1.000000 3:0.982383
1 1:0.057143 2:1.000000 3:1.018590
1 1:0.000000 2:1.000000 3:0.385540
1 1:0.000000 2:1.000000 3:0.993786
1 1:0.185185 2:1.000000 3:0.763948
0 1:0.206897 2:1.000000 3:1.180998
1 1:0.000000 2:1.000000 3:0.599498
1 1:0.021739 2:0.980651 3:1.026558
1 1:0.000000 2:1.000000 3:1.448314
0 1:0.150000 2:0.980651 3:1.069604
1 1:0.315789 2:1.000000 3:1.272454
1 1:0.000000 2:1.000000 3:1.448558
1 1:0.333333 2:1.000000 3:1.163843
1 1:0.153846 2:0.983095 3:1.300405
1 1:0.104167 2:0.983095 3:1.123860
1 1:0.090909 2:0.983095 3:0.832879
1 1:0.163265 2:0.983095 3:1.431999
0 1:0.038462 2:0.987031 3:0.413625
0 1:0.176471 2:1.000000 3:1.142072
0 1:0.125000 2:1.000000 3:0.779650
1 1:0.285714 2:1.000000 3:1.151389
0 1:0.000000 2:1.000000 3:0.774937
1 1:0.000000 2:1.000000 3:0.753827
0 1:0.000000 2:1.000000 3:0.499293
0 1:0.000000 2:1.000000 3:0.515896
1 1:0.130435 2:1.000000 3:0.834981
1 1:1.000000 2:1.000000 3:1.857077
1 1:0.176471 2:1.000000 3:1.199486
0 1:0.150000 2:1.000000 3:1.217479
1 1:0.192308 2:1.000000 3:0.948725
1 1:0.600000 2:1.000000 3:1.405617
1 1:1.000000 2:1.000000 3:1.857077
1 1:0.000000 2:1.000000 3:0.833840
1 1:0.150000 2:1.000000 3:0.999781
1 1:0.129032 2:1.000000 3:0.926959
1 1:0.000000 2:1.000000 3:0.867489
1 1:0.230769 2:1.000000 3:1.302335
1 1:0.160000 2:1.000000 3:1.335588
0 1:0.000000 2:1.000000 3:1.007842
1 1:0.037037 2:1.000000 3:0.842755
1 1:0.111111 2:1.000000 3:1.212352
0 1:0.028571 2:1.000000 3:0.881475
0 1:0.133333 2:1.000000 3:1.079374
0 1:0.000000 2:1.000000 3:0.600661
1 1:0.200000 2:0.979752 3:1.528999
1 1:0.268293 2:0.975115 3:1.164896
0 1:0.029412 2:1.000000 3:1.057461
0 1:0.000000 2:0.975115 3:0.901845
0 1:0.000000 2:1.000000 3:0.411018
1 1:0.066667 2:1.000000 3:0.873084
1 1:1.000000 2:1.000000 3:1.895337
1 1:0.000000 2:1.000000 3:0.677018
1 1:0.000000 2:1.000000 3:0.873728
1 1:0.038462 2:1.000000 3:0.523072
1 1:0.125000 2:1.000000 3:1.094954
1 1:0.148148 2:1.000000 3:0.822486
1 1:0.000000 2:1.000000 3:0.893377
1 1:0.000000 2:1.000000 3:0.904378
1 1:0.000000 2:1.000000 3:0.418840
0 1:0.105263 2:1.000000 3:1.072569
0 1:0.250000 2:1.000000 3:1.041920
0 1:0.000000 2:1.000000 3:0.603764
1 1:0.227273 2:1.000000 3:1.215888
0 1:0.296296 2:1.000000 3:0.877194
0 1:0.095238 2:1.000000 3:0.654775
0 1:0.068966 2:1.000000 3:0.937549
0 1:0.074074 2:1.000000 3:0.768274
1 1:0.407407 2:1.000000 3:1.234777
1 1:0.434783 2:1.000000 3:1.159257
1 1:0.314286 2:1.000000 3:1.151781
1 1:0.000000 2:0.893480 3:0.713979
1 1:0.041667 2:1.000000 3:0.594898
1 1:0.312500 2:0.739653 3:0.848943
1 1:0.081081 2:0.876616 3:0.949584
1 1:0.312500 2:1.000000 3:1.159743
1 1:0.000000 2:0.873010 3:0.611413
1 1:0.031250 2:0.877828 3:0.521132
1 1:0.108108 2:1.000000 3:0.785774
1 1:0.000000 2:1.000000 3:0.557862
1 1:0.000000 2:0.877828 3:0.531558
1 1:0.166667 2:0.772832 3:0.598271
1 1:0.000000 2:0.889088 3:0.960951
1 1:0.121951 2:0.893480 3:0.700432
1 1:0.000000 2:1.000000 3:0.350620
1 1:0.234043 2:0.873010 3:1.049156
1 1:1.000000 2:1.000000 3:1.896876
1 1:0.156250 2:1.000000 3:0.735885
1 1:0.111111 2:1.000000 3:0.842828
1 1:0.000000 2:0.747421 3:0.944571
1 1:0.108108 2:1.000000 3:1.138648
1 1:0.027027 2:0.818801 3:1.154801
1 1:0.085714 2:0.896279 3:1.074649
1 1:0.000000 2:0.896279 3:0.700465
1 1:0.212121 2:0.876616 3:0.585093
1 1:0.040000 2:1.000000 3:0.653742
1 1:0.280000 2:0.769936 3:1.017989
1 1:0.069767 2:0.867401 3:0.938516
1 1:0.100000 2:0.894119 3:0.668013
1 1:0.023256 2:0.779612 3:0.656054
1 1:0.000000 2:1.000000 3:1.189592
1 1:0.120000 2:0.772832 3:0.930424
1 1:0.186047 2:0.827389 3:0.961082
1 1:0.032258 2:0.891815 3:0.309075
1 1:0.285714 2:1.000000 3:0.677989
1 1:0.021277 2:0.877828 3:1.288811
1 1:0.000000 2:0.889088 3:0.495008
1 1:0.000000 2:0.893480 3:0.367006
1 1:0.102041 2:0.877828 3:0.908891
1 1:0.151515 2:1.000000 3:0.739847
1 1:0.142857 2:1.000000 3:1.005540
1 1:0.062500 2:0.743783 3:1.067091
1 1:1.000000 2:1.000000 3:1.753537
1 1:0.161290 2:1.000000 3:0.971794
1 1:0.000000 2:1.000000 3:0.822720
1 1:0.285714 2:0.738886 3:0.862834
1 1:0.093750 2:1.000000 3:0.869847
1 1:0.030303 2:0.873010 3:0.502894
1 1:0.066667 2:0.739653 3:0.482229
1 1:0.090909 2:0.889088 3:1.013973
1 1:0.083333 2:1.000000 3:0.740563
1 1:0.000000 2:1.000000 3:0.797956
1 1:0.107143 2:1.000000 3:1.342647
1 1:0.055556 2:0.743783 3:0.904043
1 1:0.142857 2:0.877828 3:1.142723
1 1:0.000000 2:1.000000 3:0.995242
0 1:0.000000 2:1.000000 3:0.748825
1 1:0.153846 2:0.794130 3:0.872877
1 1:0.062500 2:0.893480 3:0.501836
1 1:0.190476 2:0.896279 3:0.774926
1 1:0.150000 2:1.000000 3:1.041312
1 1:0.113636 2:0.772832 3:1.171861
1 1:0.031250 2:0.889088 3:0.663113
1 1:0.020408 2:0.873010 3:0.855034
1 1:0.000000 2:1.000000 3:1.167976
1 1:0.268293 2:0.766700 3:1.043282
1 1:0.170732 2:0.893480 3:0.983838
1 1:0.020408 2:1.000000 3:0.934376
1 1:1.000000 2:1.000000 3:1.777175
1 1:0.089286 2:0.736879 3:1.075289
1 1:0.192308 2:1.000000 3:1.021477
1 1:0.021277 2:0.896279 3:1.181447
1 1:0.083333 2:0.876031 3:1.022838
1 1:0.038462 2:0.774302 3:0.980449
1 1:0.000000 2:0.779612 3:0.905218
1 1:0.000000 2:0.873010 3:0.845215
1 1:0.000000 2:0.889088 3:0.493178
1 1:0.116279 2:0.791278 3:0.925584
1 1:0.038462 2:0.876616 3:0.967755
1 1:0.000000 2:1.000000 3:0.634045
1 1:0.046512 2:0.894119 3:1.135168
1 1:0.121212 2:0.933988 3:0.825761
1 1:0.037037 2:0.893480 3:0.820842
1 1:0.307692 2:0.798724 3:0.724275
1 1:0.063830 2:1.000000 3:1.054450
1 1:0.023810 2:0.894119 3:0.597432
1 1:0.024390 2:0.889088 3:1.433202
1 1:0.038462 2:1.000000 3:1.163963
1 1:0.147059 2:0.867401 3:1.044202
1 1:0.076923 2:0.789128 3:0.854608
0 1:0.050000 2:0.894119 3:0.852400
1 1:0.088235 2:0.889088 3:0.807885
1 1:0.000000 2:0.876031 3:0.325923
1 1:0.115385 2:1.000000 3:0.387460
1 1:1.000000 2:1.000000 3:1.997228
1 1:0.000000 2:1.000000 3:0.607413
1 1:0.125000 2:1.000000 3:0.513549
1 1:0.195122 2:1.000000 3:0.809565
1 1:0.078947 2:0.933988 3:1.064389
1 1:0.058824 2:0.876616 3:0.800141
1 1:0.102564 2:0.873010 3:0.559315
1 1:0.230769 2:0.833537 3:0.943724
1 1:0.454545 2:0.789128 3:1.002049
1 1:0.024390 2:0.889088 3:0.853060
1 1:0.027778 2:1.000000 3:0.941528
1 1:0.058824 2:1.000000 3:1.025823
0 1:0.000000 2:1.000000 3:0.717741
1 1:0.055556 2:1.000000 3:0.950188
1 1:0.057143 2:0.950323 3:1.035413
1 1:0.064516 2:1.000000 3:1.390725
1 1:0.064516 2:1.000000 3:1.339484
0 1:0.000000 2:1.000000 3:0.973463
1 1:0.058824 2:1.000000 3:1.030869
1 1:0.826087 2:1.000000 3:1.471129
0 1:0.031250 2:1.000000 3:0.820953
0 1:0.031250 2:0.980651 3:0.939698
1 1:0.000000 2:1.000000 3:0.935159
0 1:0.032258 2:1.000000 3:0.919397
0 1:0.000000 2:1.000000 3:0.801501
1 1:0.000000 2:0.980651 3:0.703614
0 1:0.000000 2:0.980651 3:1.160341
0 1:0.000000 2:1.000000 3:0.724067
1 1:0.350000 2:1.000000 3:1.021437
0 1:0.000000 2:1.000000 3:0.699261
0 1:0.000000 2:1.000000 3:0.837127
1 1:0.029412 2:1.000000 3:0.918462
1 1:0.073171 2:1.000000 3:1.070968
0 1:0.000000 2:1.000000 3:0.855594
1 1:0.000000 2:1.000000 3:0.993191
1 1:0.055556 2:1.000000 3:0.871570
0 1:0.000000 2:1.000000 3:0.980281
1 1:0.064516 2:1.000000 3:1.401038
1 1:0.000000 2:0.980651 3:0.903353
0 1:0.000000 2:1.000000 3:1.074081
1 1:0.653846 2:1.000000 3:1.433275
1 1:0.000000 2:1.000000 3:0.606755
0 1:0.240000 2:1.000000 3:1.081836
1 1:0.085714 2:1.000000 3:0.825826
1 1:0.000000 2:1.000000 3:0.616852
0 1:0.000000 2:1.000000 3:0.671849
1 1:0.078947 2:1.000000 3:0.898078
1 1:0.064516 2:1.000000 3:1.141172
0 1:0.083333 2:1.000000 3:0.493150
1 1:0.388889 2:1.000000 3:1.430526
1 1:0.000000 2:1.000000 3:0.617167
0 1:0.000000 2:1.000000 3:0.806290
1 1:0.029412 2:1.000000 3:0.655543
1 1:0.000000 2:1.000000 3:1.237789
0 1:0.040000 2:1.000000 3:0.474839
1 1:0.064516 2:1.000000 3:1.263415
1 1:0.000000 2:1.000000 3:0.792030
0 1:0.000000 2:1.000000 3:0.935680
1 1:0.130435 2:1.000000 3:0.877347
1 1:0.000000 2:1.000000 3:0.542524
0 1:0.000000 2:1.000000 3:0.611225
1 1:0.000000 2:1.000000 3:0.912825
1 1:0.714286 2:1.000000 3:1.633478
0 1:0.000000 2:1.000000 3:0.666032
1 1:0.411765 2:1.000000 3:0.833559
1 1:0.058824 2:1.000000 3:1.246089
0 1:0.128205 2:1.000000 3:1.056557
1 1:0.029412 2:1.000000 3:0.588929
1 1:0.000000 2:1.000000 3:0.890294
0 1:0.000000 2:1.000000 3:0.887174
1 1:0.826087 2:1.000000 3:1.404332
1 1:0.052632 2:1.000000 3:0.865909
0 1:0.000000 2:1.000000 3:0.655584
1 1:0.064516 2:1.000000 3:1.179984
1 1:0.038462 2:1.000000 3:0.941295
0 1:0.000000 2:1.000000 3:0.794678
1 1:0.111111 2:0.980651 3:0.852329
1 1:0.064516 2:1.000000 3:1.349314
0 1:0.060606 2:1.000000 3:0.819179
1 1:0.068182 2:1.000000 3:1.035819
1 1:0.000000 2:1.000000 3:0.893513
0 1:0.172414 2:1.000000 3:1.143112
1 1:0.000000 2:1.000000 3:0.906443
1 1:0.058824 2:1.000000 3:1.103624
0 1:0.050000 2:1.000000 3:0.844465
1 1:0.500000 2:1.000000 3:1.410694
1 1:0.535714 2:1.000000 3:1.206730
0 1:0.000000 2:1.000000 3:1.142606
1 1:0.073171 2:1.000000 3:1.054817
1 1:0.714286 2:1.000000 3:1.651652
0 1:0.350000 2:1.000000 3:0.910477
1 1:0.000000 2:1.000000 3:1.197306
1 1:0.147059 2:1.000000 3:1.062766
0 1:0.000000 2:1.000000 3:1.104754
1 1:0.285714 2:1.000000 3:0.954860
1 1:0.073171 2:1.000000 3:0.990489
0 1:0.205882 2:1.000000 3:0.802886
0 1:0.000000 2:1.000000 3:0.852007
1 1:0.103448 2:1.000000 3:0.706823
0 1:0.000000 2:1.000000 3:0.579323
0 1:0.021739 2:1.000000 3:0.883355
1 1:0.411765 2:1.000000 3:0.881143
0 1:0.105263 2:1.000000 3:0.838992
0 1:0.000000 2:1.000000 3:0.819153
1 1:0.107143 2:1.000000 3:1.105026
0 1:0.000000 2:1.000000 3:0.642559
0 1:0.240000 2:1.000000 3:1.002126
1 1:0.064516 2:1.000000 3:1.330576
1 1:0.750000 2:1.000000 3:1.373471
0 1:0.031250 2:1.000000 3:0.977392
1 1:0.000000 2:0.980651 3:0.928468
1 1:0.064516 2:1.000000 3:1.278704
0 1:0.000000 2:1.000000 3:0.962209
1 1:0.081081 2:1.000000 3:1.116219
1 1:0.130435 2:1.000000 3:0.860489
0 1:0.150000 2:1.000000 3:1.071651
1 1:0.600000 2:1.000000 3:1.368904
1 1:0.333333 2:0.980651 3:1.271044
0 1:0.000000 2:1.000000 3:0.606450
1 1:0.029412 2:1.000000 3:0.898372
1 1:0.090909 2:1.000000 3:1.195240
0 1:0.045455 2:1.000000 3:0.567758
1 1:0.000000 2:1.000000 3:0.973184
1 1:0.029412 2:1.000000 3:1.198826
0 1:0.000000 2:1.000000 3:1.039104
1 1:0.073171 2:1.000000 3:0.796406
1 1:0.064516 2:1.000000 3:1.406119
0 1:0.000000 2:1.000000 3:0.893944
1 1:0.000000 2:0.980651 3:0.480807
1 1:0.680000 2:1.000000 3:1.333418
0 1:0.000000 2:1.000000 3:1.011078
1 1:0.088235 2:1.000000 3:1.145612
1 1:0.083333 2:0.980651 3:0.796383
0 1:0.037037 2:0.980651 3:0.816497
1 1:0.600000 2:1.000000 3:1.287922
1 1:0.078947 2:1.000000 3:1.137703
0 1:0.028571 2:1.000000 3:0.968351
1 1:0.642857 2:1.000000 3:1.381914
1 1:0.068966 2:1.000000 3:0.935301
0 1:0.041667 2:1.000000 3:0.820215
1 1:0.000000 2:1.000000 3:0.464146
1 1:0.280000 2:1.000000 3:1.177099
0 1:0.230769 2:1.000000 3:1.194229
1 1:0.081081 2:1.000000 3:1.071477
1 1:0.029412 2:1.000000 3:0.837026
0 1:0.060606 2:1.000000 3:0.776257
1 1:0.411765 2:1.000000 3:0.881413
1 1:0.187500 2:1.000000 3:0.796295
0 1:0.040000 2:1.000000 3:1.201423
1 1:0.296296 2:1.000000 3:1.025519
1 1:0.173913 2:1.000000 3:0.761667
0 1:0.000000 2:1.000000 3:1.135019
1 1:0.162162 2:1.000000 3:1.167529
1 1:0.000000 2:1.000000 3:0.389000
1 1:0.000000 2:1.000000 3:0.822489
0 1:0.027027 2:0.980651 3:0.878082
0 1:0.029412 2:1.000000 3:1.204983
1 1:0.000000 2:1.000000 3:0.828290
0 1:0.000000 2:1.000000 3:0.827463
0 1:0.000000 2:0.980651 3:0.995657
1 1:0.000000 2:1.000000 3:0.987721
1 1:0.240000 2:1.000000 3:0.770938
0 1:0.240000 2:1.000000 3:0.678635
0 1:0.037037 2:1.000000 3:0.914349
0 1:0.190476 2:1.000000 3:1.115928
1 1:0.157895 2:1.000000 3:0.774248
1 1:0.130435 2:1.000000 3:1.050464
1 1:0.107143 2:1.000000 3:1.135920
1 1:0.107143 2:1.000000 3:1.225745
1 1:0.142857 2:1.000000 3:1.199652
1 1:0.055556 2:0.980651 3:0.961699
1 1:0.025641 2:0.980651 3:0.847093
0 1:0.117647 2:1.000000 3:0.528449
0 1:0.000000 2:1.000000 3:0.931454
0 1:0.000000 2:1.000000 3:0.742567
0 1:0.043478 2:1.000000 3:0.595802
0 1:0.000000 2:1.000000 3:0.869854
1 1:0.200000 2:1.000000 3:0.981405
1 1:0.333333 2:1.000000 3:1.020911
1 1:0.142857 2:1.000000 3:0.953336
1 1:0.137931 2:1.000000 3:1.085036
0 1:0.000000 2:1.000000 3:0.668377
1 1:0.100000 2:1.000000 3:1.111394
0 1:0.058824 2:1.000000 3:0.795450
0 1:0.000000 2:1.000000 3:0.963708
1 1:0.218750 2:1.000000 3:1.194577
0 1:0.083333 2:1.000000 3:0.880808
1 1:0.093750 2:1.000000 3:1.222965
1 1:0.027778 2:0.899289 3:0.842397
0 1:0.029412 2:1.000000 3:1.155851
1 1:0.029412 2:1.000000 3:0.736409
0 1:0.130435 2:1.000000 3:0.950092
0 1:0.000000 2:1.000000 3:0.970813
1 1:0.102041 2:1.000000 3:1.246690
0 1:0.030303 2:0.980651 3:1.169678
1 1:0.166667 2:1.000000 3:0.819739
0 1:0.000000 2:1.000000 3:0.931054
0 1:0.000000 2:1.000000 3:1.223476
1 1:0.000000 2:1.000000 3:1.025916
0 1:0.064516 2:1.000000 3:0.624127
1 1:0.000000 2:1.000000 3:1.006842
0 1:0.166667 2:0.899289 3:0.671956
0 1:0.125000 2:1.000000 3:1.336803
1 1:1.000000 2:1.000000 3:1.869185
1 1:0.228571 2:0.983095 3:1.365155
0 1:0.103448 2:1.000000 3:1.244281
1 1:0.194444 2:0.983095 3:1.775049
1 1:0.263158 2:1.000000 3:0.890665
1 1:0.127660 2:1.000000 3:1.256831
1 1:0.020408 2:1.000000 3:1.069353
0 1:0.142857 2:1.000000 3:1.197639
1 1:0.342105 2:1.000000 3:0.913405
1 1:0.166667 2:0.980651 3:0.832931
1 1:0.062500 2:1.000000 3:1.198826
1 1:0.000000 2:1.000000 3:0.886803
0 1:0.000000 2:0.933988 3:0.927669
0 1:0.240000 2:1.000000 3:0.980576
0 1:0.074074 2:1.000000 3:0.679129
0 1:0.093750 2:1.000000 3:1.115573
1 1:0.114286 2:1.000000 3:1.218050
1 1:0.096774 2:0.980651 3:0.907151
1 1:0.189189 2:0.980651 3:0.615019
1 1:0.027027 2:1.000000 3:0.911829
1 1:0.142857 2:1.000000 3:0.974761
0 1:0.000000 2:0.980651 3:1.048157
0 1:0.045455 2:1.000000 3:0.461655
0 1:0.000000 2:1.000000 3:0.359656
0 1:0.000000 2:1.000000 3:0.551321
1 1:0.103448 2:1.000000 3:0.747224
1 1:1.000000 2:1.000000 3:1.828791
1 1:0.032258 2:0.980651 3:0.387981
1 1:0.230769 2:1.000000 3:1.112297
1 1:0.034483 2:1.000000 3:0.837393
0 1:0.000000 2:0.793731 3:1.005325
0 1:0.160000 2:1.000000 3:0.869894
0 1:0.029412 2:1.000000 3:1.000930
0 1:0.090909 2:1.000000 3:0.811390
1 1:0.100000 2:1.000000 3:1.136468
1 1:0.000000 2:1.000000 3:1.100904
1 1:0.032258 2:0.980651 3:0.540763
1 1:0.032258 2:1.000000 3:0.986070
1 1:0.000000 2:0.905867 3:0.857487
0 1:0.038462 2:1.000000 3:0.747295
0 1:0.193548 2:1.000000 3:1.046061
0 1:0.000000 2:1.000000 3:0.628524
0 1:0.000000 2:1.000000 3:0.995969
1 1:0.400000 2:1.000000 3:0.865720
1 1:0.080000 2:0.980651 3:0.816713
1 1:0.000000 2:0.980651 3:0.909732
1 1:0.000000 2:1.000000 3:0.872073
1 1:0.035714 2:0.980651 3:1.087320
0 1:0.000000 2:1.000000 3:0.702807
0 1:0.027778 2:1.000000 3:0.799960
0 1:0.000000 2:1.000000 3:0.812254
0 1:0.000000 2:1.000000 3:0.662997
1 1:0.093750 2:0.980651 3:0.819372
1 1:0.000000 2:0.980651 3:0.732134
1 1:0.225000 2:0.980651 3:1.054165
1 1:0.000000 2:1.000000 3:0.816696
1 1:0.000000 2:1.000000 3:0.963885
0 1:0.000000 2:1.000000 3:0.983440
0 1:0.000000 2:1.000000 3:0.807864
0 1:0.000000 2:1.000000 3:1.052332
0 1:0.043478 2:1.000000 3:1.103139
1 1:0.181818 2:1.000000 3:1.627286
1 1:0.150000 2:1.000000 3:1.116016
1 1:0.400000 2:1.000000 3:1.540463
0 1:0.166667 2:1.000000 3:1.054851
1 1:0.300000 2:1.000000 3:1.404466
1 1:0.300000 2:1.000000 3:1.352826
0 1:0.000000 2:1.000000 3:1.124745
0 1:0.176471 2:1.000000 3:0.560876
1 1:0.100000 2:1.000000 3:0.927191
0 1:0.120000 2:1.000000 3:1.072438
0 1:0.105263 2:1.000000 3:0.987855
0 1:0.000000 2:1.000000 3:0.479374
1 1:0.000000 2:1.000000 3:0.588667
0 1:0.000000 2:1.000000 3:0.741069
0 1:0.026316 2:0.980651 3:0.886894
1 1:0.040000 2:1.000000 3:0.925737
0 1:0.040000 2:1.000000 3:1.174134
1 1:0.040000 2:1.000000 3:0.973208
0 1:0.052632 2:1.000000 3:0.955977
1 1:0.210526 2:1.000000 3:1.381889
1 1:0.000000 2:1.000000 3:0.638544
1 1:0.130435 2:1.000000 3:0.771396
0 1:0.235294 2:1.000000 3:1.560290
0 1:0.150000 2:1.000000 3:1.546967
0 1:0.000000 2:1.000000 3:1.208566
0 1:0.176471 2:1.000000 3:1.344576
0 1:0.136364 2:0.986418 3:1.456637
0 1:0.176471 2:1.000000 3:1.421308
1 1:0.120000 2:1.000000 3:0.869766
1 1:0.190476 2:1.000000 3:0.822327
1 1:0.000000 2:1.000000 3:0.343488
1 1:0.230769 2:0.980651 3:0.791667
1 1:0.115385 2:1.000000 3:0.623164
1 1:0.032258 2:1.000000 3:0.812773
1 1:0.120000 2:1.000000 3:0.822304
1 1:0.250000 2:0.980651 3:0.732882
1 1:0.133333 2:1.000000 3:0.940959
1 1:0.647059 2:1.000000 3:1.418852
1 1:0.260870 2:1.000000 3:1.468468
1 1:0.035714 2:1.000000 3:0.777484
1 1:0.000000 2:1.000000 3:0.529079
1 1:0.217391 2:1.000000 3:1.278815
1 1:0.150000 2:1.000000 3:0.915548
1 1:0.217391 2:1.000000 3:1.300427
0 1:0.176471 2:0.902076 3:1.146297
1 1:0.310345 2:1.000000 3:1.161665
1 1:0.065217 2:1.000000 3:1.088921
1 1:0.173913 2:1.000000 3:1.139192
1 1:0.040000 2:1.000000 3:0.985616
1 1:0.032258 2:1.000000 3:1.060552
0 1:0.352941 2:1.000000 3:1.443914
1 1:0.214286 2:1.000000 3:1.166468
1 1:0.428571 2:1.000000 3:1.107692
0 1:0.000000 2:1.000000 3:0.623848
1 1:0.000000 2:1.000000 3:0.911120
0 1:0.086957 2:1.000000 3:1.041565
0 1:0.000000 2:0.979752 3:0.913649
1 1:0.000000 2:1.000000 3:0.385626
0 1:0.000000 2:1.000000 3:0.573822
1 1:0.200000 2:1.000000 3:0.880103
1 1:0.000000 2:1.000000 3:0.955776
0 1:0.115385 2:1.000000 3:0.758131
1 1:0.692308 2:1.000000 3:1.658132
0 1:0.000000 2:1.000000 3:0.707767
0 1:0.000000 2:1.000000 3:0.716910
1 1:0.363636 2:1.000000 3:1.181607
0 1:0.045455 2:1.000000 3:0.714473
1 1:0.217391 2:1.000000 3:1.236725
1 1:0.571429 2:1.000000 3:1.541336
0 1:0.000000 2:1.000000 3:0.530410
1 1:0.052632 2:1.000000 3:0.895799
0 1:0.130435 2:1.000000 3:0.905757
0 1:0.000000 2:0.987031 3:0.929384
1 1:0.200000 2:1.000000 3:0.842553
0 1:0.032258 2:0.979752 3:0.774076
1 1:0.300000 2:1.000000 3:0.935837
1 1:0.500000 2:1.000000 3:1.188224
0 1:0.000000 2:1.000000 3:1.017015
1 1:0.000000 2:1.000000 3:0.817581
1 1:0.000000 2:1.000000 3:0.617813
